FIPS,county_name,county,month,day,year,population,primary_point
19191,Winneshiek County,Winneshiek,7,1,2005,20871,POINT (-91.8437074 43.2906746)
19129,Mills County,Mills,7,1,2005,14846,POINT (-95.6213267 41.0334523)
19119,Lyon County,Lyon,7,1,2005,11449,POINT (-96.2102924 43.380497)
19035,Cherokee County,Cherokee,7,1,2005,12021,POINT (-95.6238055 42.7356226)
19113,Linn County,Linn,7,1,2005,200114,POINT (-91.5989646 42.0789478)
19171,Tama County,Tama,7,1,2005,17897,POINT (-92.5325425 42.0798117)
19005,Allamakee County,Allamakee,7,1,2005,14419,POINT (-91.3780923 43.2842838)
19007,Appanoose County,Appanoose,7,1,2005,13315,POINT (-92.8686104 40.7431635)
19155,Pottawattamie County,Pottawattamie,7,1,2005,88960,POINT (-95.5423935 41.3366123)
19079,Hamilton County,Hamilton,7,1,2005,15914,POINT (-93.7068085 42.3837722)
19197,Wright County,Wright,7,1,2005,13377,POINT (-93.7351465 42.7331189)
19093,Ida County,Ida,7,1,2005,7169,POINT (-95.5134962 42.3868747)
19065,Fayette County,Fayette,7,1,2005,20939,POINT (-91.8443207 42.8625919)
19177,Van Buren County,Van Buren,7,1,2005,7625,POINT (-91.9499871 40.7532294)
19127,Marshall County,Marshall,7,1,2005,39020,POINT (-92.9987706 42.0358499)
19053,Decatur County,Decatur,7,1,2005,8460,POINT (-93.7862815 40.7376827)
19069,Franklin County,Franklin,7,1,2005,10664,POINT (-93.262473 42.7325458)
19187,Webster County,Webster,7,1,2005,38574,POINT (-94.1817881 42.4279662)
19041,Clay County,Clay,7,1,2005,16784,POINT (-95.1509194 43.0825804)
19123,Mahaska County,Mahaska,7,1,2005,22220,POINT (-92.6409094 41.3352035)
19107,Keokuk County,Keokuk,7,1,2005,10893,POINT (-92.1786426 41.336465)
19043,Clayton County,Clayton,7,1,2005,17853,POINT (-91.3414328 42.8447493)
19049,Dallas County,Dallas,7,1,2005,51779,POINT (-94.0397374 41.6848862)
19013,Black Hawk County,Black Hawk,7,1,2005,126235,POINT (-92.3088197 42.4700957)
19021,Buena Vista County,Buena Vista,7,1,2005,19713,POINT (-95.151149 42.7354936)
19175,Union County,Union,7,1,2005,11943,POINT (-94.2423792 41.0277304)
19037,Chickasaw County,Chickasaw,7,1,2005,12268,POINT (-92.3176637 43.0600414)
19185,Wayne County,Wayne,7,1,2005,6422,POINT (-93.3273639 40.7394702)
19095,Iowa County,Iowa,7,1,2005,15911,POINT (-92.065524 41.6863229)
19195,Worth County,Worth,7,1,2005,7715,POINT (-93.2608476 43.3773984)
19075,Grundy County,Grundy,7,1,2005,12232,POINT (-92.7914177 42.4018651)
19103,Johnson County,Johnson,7,1,2005,121191,POINT (-91.5880849 41.6715511)
19169,Story County,Story,7,1,2005,81757,POINT (-93.4650448 42.0362415)
19161,Sac County,Sac,7,1,2005,10528,POINT (-95.1053946 42.3862604)
19111,Lee County,Lee,7,1,2005,36109,POINT (-91.479264 40.6419764)
19071,Fremont County,Fremont,7,1,2005,7553,POINT (-95.6046765 40.7455892)
19147,Palo Alto County,Palo Alto,7,1,2005,9569,POINT (-94.6781371 43.0820643)
19179,Wapello County,Wapello,7,1,2005,35771,POINT (-92.4094499 41.0305845)
19019,Buchanan County,Buchanan,7,1,2005,20760,POINT (-91.8378392 42.4707777)
19047,Crawford County,Crawford,7,1,2005,16591,POINT (-95.3819678 42.0372125)
19105,Jones County,Jones,7,1,2005,20303,POINT (-91.1314352 42.1212397)
19139,Muscatine County,Muscatine,7,1,2005,41952,POINT (-91.1127562 41.4839221)
19051,Davis County,Davis,7,1,2005,8507,POINT (-92.4097173 40.7476891)
19045,Clinton County,Clinton,7,1,2005,49299,POINT (-90.5319724 41.8980358)
19173,Taylor County,Taylor,7,1,2005,6522,POINT (-94.6964148 40.7374324)
19109,Kossuth County,Kossuth,7,1,2005,15956,POINT (-94.2067199 43.20413)
19031,Cedar County,Cedar,7,1,2005,17933,POINT (-91.1324125 41.7723207)
19183,Washington County,Washington,7,1,2005,21037,POINT (-91.7178676 41.335591)
19099,Jasper County,Jasper,7,1,2005,37011,POINT (-93.053765 41.6860394)
19025,Calhoun County,Calhoun,7,1,2005,10247,POINT (-94.6404136 42.3851848)
19167,Sioux County,Sioux,7,1,2005,31905,POINT (-96.1778827 43.0826174)
19015,Boone County,Boone,7,1,2005,26311,POINT (-93.931671 42.0365493)
19181,Warren County,Warren,7,1,2005,42923,POINT (-93.5613594 41.3343735)
19089,Howard County,Howard,7,1,2005,9620,POINT (-92.3171989 43.3567673)
19081,Hancock County,Hancock,7,1,2005,11626,POINT (-93.7342723 43.0818861)
19153,Polk County,Polk,7,1,2005,401993,POINT (-93.5735335 41.6855048)
19039,Clarke County,Clarke,7,1,2005,9076,POINT (-93.7851579 41.0290323)
19163,Scott County,Scott,7,1,2005,160073,POINT (-90.6232428 41.6370978)
19125,Marion County,Marion,7,1,2005,32310,POINT (-93.0994367 41.3344515)
19097,Jackson County,Jackson,7,1,2005,20035,POINT (-90.5742294 42.1717426)
19141,Obrien County,Obrien,7,1,2005,14257,POINT (-95.6248784 43.0837527)
19143,Osceola County,Osceola,7,1,2005,6621,POINT (-95.6236852 43.3785704)
19083,Hardin County,Hardin,7,1,2005,17768,POINT (-93.2404025 42.3838803)
19009,Audubon County,Audubon,7,1,2005,6251,POINT (-94.9058222 41.6845893)
19073,Greene County,Greene,7,1,2005,9778,POINT (-94.3968356 42.0362394)
19151,Pocahontas County,Pocahontas,7,1,2005,7793,POINT (-94.6787466 42.7341351)
19077,Guthrie County,Guthrie,7,1,2005,11201,POINT (-94.501055 41.6837548)
19159,Ringgold County,Ringgold,7,1,2005,5191,POINT (-94.2439719 40.7352023)
19033,Cerro Gordo County,Cerro Gordo,7,1,2005,44321,POINT (-93.2608184 43.0815577)
19023,Butler County,Butler,7,1,2005,14712,POINT (-92.7901934 42.7315661)
19115,Louisa County,Louisa,7,1,2005,11775,POINT (-91.2596184 41.2185073)
19003,Adams County,Adams,7,1,2005,4159,POINT (-94.6991849 41.0289839)
19131,Mitchell County,Mitchell,7,1,2005,10784,POINT (-92.7890315 43.3564124)
19145,Page County,Page,7,1,2005,16002,POINT (-95.1501747 40.7391444)
19017,Bremer County,Bremer,7,1,2005,23394,POINT (-92.3180548 42.7745873)
19057,Des Moines County,Des Moines,7,1,2005,40553,POINT (-91.1814707 40.9231829)
19087,Henry County,Henry,7,1,2005,20166,POINT (-91.5445241 40.9879383)
19189,Winnebago County,Winnebago,7,1,2005,11167,POINT (-93.7341955 43.3775678)
19085,Harrison County,Harrison,7,1,2005,15520,POINT (-95.8169209 41.6828528)
19091,Humboldt County,Humboldt,7,1,2005,9801,POINT (-94.2071868 42.7764686)
19101,Jefferson County,Jefferson,7,1,2005,15553,POINT (-91.9488774 41.0317596)
19059,Dickinson County,Dickinson,7,1,2005,16608,POINT (-95.1508301 43.3779848)
19001,Adair County,Adair,7,1,2005,7721,POINT (-94.4709413 41.3307464)
19157,Poweshiek County,Poweshiek,7,1,2005,18625,POINT (-92.5314684 41.6864422)
19165,Shelby County,Shelby,7,1,2005,12408,POINT (-95.3102113 41.6850926)
19029,Cass County,Cass,7,1,2005,13918,POINT (-94.9278266 41.3314876)
19067,Floyd County,Floyd,7,1,2005,16309,POINT (-92.7890033 43.0599208)
19097,Jackson County,Jackson,7,1,2006,19988,POINT (-90.5742294 42.1717426)
19155,Pottawattamie County,Pottawattamie,7,1,2006,89393,POINT (-95.5423935 41.3366123)
19147,Palo Alto County,Palo Alto,7,1,2006,9438,POINT (-94.6781371 43.0820643)
19033,Cerro Gordo County,Cerro Gordo,7,1,2006,44048,POINT (-93.2608184 43.0815577)
19069,Franklin County,Franklin,7,1,2006,10574,POINT (-93.262473 42.7325458)
19023,Butler County,Butler,7,1,2006,14632,POINT (-92.7901934 42.7315661)
19151,Pocahontas County,Pocahontas,7,1,2006,7638,POINT (-94.6787466 42.7341351)
19141,Obrien County,Obrien,7,1,2006,14191,POINT (-95.6248784 43.0837527)
19013,Black Hawk County,Black Hawk,7,1,2006,126556,POINT (-92.3088197 42.4700957)
19077,Guthrie County,Guthrie,7,1,2006,11093,POINT (-94.501055 41.6837548)
19143,Osceola County,Osceola,7,1,2006,6571,POINT (-95.6236852 43.3785704)
19085,Harrison County,Harrison,7,1,2006,15542,POINT (-95.8169209 41.6828528)
19067,Floyd County,Floyd,7,1,2006,16335,POINT (-92.7890033 43.0599208)
19041,Clay County,Clay,7,1,2006,16732,POINT (-95.1509194 43.0825804)
19003,Adams County,Adams,7,1,2006,4141,POINT (-94.6991849 41.0289839)
19017,Bremer County,Bremer,7,1,2006,23531,POINT (-92.3180548 42.7745873)
19071,Fremont County,Fremont,7,1,2006,7549,POINT (-95.6046765 40.7455892)
19103,Johnson County,Johnson,7,1,2006,123171,POINT (-91.5880849 41.6715511)
19027,Carroll County,Carroll,7,1,2006,20766,POINT (-94.8605593 42.0362382)
19139,Muscatine County,Muscatine,7,1,2006,42226,POINT (-91.1127562 41.4839221)
19061,Dubuque County,Dubuque,7,1,2006,91390,POINT (-90.8824564 42.468832)
19177,Van Buren County,Van Buren,7,1,2006,7640,POINT (-91.9499871 40.7532294)
19011,Benton County,Benton,7,1,2006,26571,POINT (-92.0656912 42.0801864)
19175,Union County,Union,7,1,2006,11990,POINT (-94.2423792 41.0277304)
19083,Hardin County,Hardin,7,1,2006,17637,POINT (-93.2404025 42.3838803)
19161,Sac County,Sac,7,1,2006,10473,POINT (-95.1053946 42.3862604)
19191,Winneshiek County,Winneshiek,7,1,2006,20784,POINT (-91.8437074 43.2906746)
19075,Grundy County,Grundy,7,1,2006,12227,POINT (-92.7914177 42.4018651)
19119,Lyon County,Lyon,7,1,2006,11332,POINT (-96.2102924 43.380497)
19149,Plymouth County,Plymouth,7,1,2006,24460,POINT (-96.2140431 42.7378346)
19193,Woodbury County,Woodbury,7,1,2006,101427,POINT (-96.0447673 42.3897169)
19135,Monroe County,Monroe,7,1,2006,7643,POINT (-92.8689877 41.0297826)
19059,Dickinson County,Dickinson,7,1,2006,16621,POINT (-95.1508301 43.3779848)
19055,Delaware County,Delaware,7,1,2006,17560,POINT (-91.3673502 42.471211)
19133,Monona County,Monona,7,1,2006,9223,POINT (-95.9599235 42.0516663)
19129,Mills County,Mills,7,1,2006,15139,POINT (-95.6213267 41.0334523)
19117,Lucas County,Lucas,7,1,2006,9489,POINT (-93.3277207 41.0293738)
19047,Crawford County,Crawford,7,1,2006,16486,POINT (-95.3819678 42.0372125)
19195,Worth County,Worth,7,1,2006,7618,POINT (-93.2608476 43.3773984)
19153,Polk County,Polk,7,1,2006,409146,POINT (-93.5735335 41.6855048)
19109,Kossuth County,Kossuth,7,1,2006,15664,POINT (-94.2067199 43.20413)
19123,Mahaska County,Mahaska,7,1,2006,22039,POINT (-92.6409094 41.3352035)
19113,Linn County,Linn,7,1,2006,202314,POINT (-91.5989646 42.0789478)
19043,Clayton County,Clayton,7,1,2006,17779,POINT (-91.3414328 42.8447493)
19167,Sioux County,Sioux,7,1,2006,32114,POINT (-96.1778827 43.0826174)
19125,Marion County,Marion,7,1,2006,32830,POINT (-93.0994367 41.3344515)
19019,Buchanan County,Buchanan,7,1,2006,20875,POINT (-91.8378392 42.4707777)
19051,Davis County,Davis,7,1,2006,8530,POINT (-92.4097173 40.7476891)
19181,Warren County,Warren,7,1,2006,43677,POINT (-93.5613594 41.3343735)
19183,Washington County,Washington,7,1,2006,21100,POINT (-91.7178676 41.335591)
19081,Hancock County,Hancock,7,1,2006,11482,POINT (-93.7342723 43.0818861)
19053,Decatur County,Decatur,7,1,2006,8372,POINT (-93.7862815 40.7376827)
19073,Greene County,Greene,7,1,2006,9568,POINT (-94.3968356 42.0362394)
19087,Henry County,Henry,7,1,2006,20095,POINT (-91.5445241 40.9879383)
19159,Ringgold County,Ringgold,7,1,2006,5101,POINT (-94.2439719 40.7352023)
19057,Des Moines County,Des Moines,7,1,2006,40453,POINT (-91.1814707 40.9231829)
19171,Tama County,Tama,7,1,2006,17800,POINT (-92.5325425 42.0798117)
19187,Webster County,Webster,7,1,2006,38550,POINT (-94.1817881 42.4279662)
19127,Marshall County,Marshall,7,1,2006,38877,POINT (-92.9987706 42.0358499)
19049,Dallas County,Dallas,7,1,2006,54592,POINT (-94.0397374 41.6848862)
19131,Mitchell County,Mitchell,7,1,2006,10807,POINT (-92.7890315 43.3564124)
19111,Lee County,Lee,7,1,2006,35997,POINT (-91.479264 40.6419764)
19115,Louisa County,Louisa,7,1,2006,11802,POINT (-91.2596184 41.2185073)
19101,Jefferson County,Jefferson,7,1,2006,15491,POINT (-91.9488774 41.0317596)
19145,Page County,Page,7,1,2006,16043,POINT (-95.1501747 40.7391444)
19037,Chickasaw County,Chickasaw,7,1,2006,12268,POINT (-92.3176637 43.0600414)
19021,Buena Vista County,Buena Vista,7,1,2006,19604,POINT (-95.151149 42.7354936)
19185,Wayne County,Wayne,7,1,2006,6391,POINT (-93.3273639 40.7394702)
19189,Winnebago County,Winnebago,7,1,2006,10943,POINT (-93.7341955 43.3775678)
19095,Iowa County,Iowa,7,1,2006,15932,POINT (-92.065524 41.6863229)
19169,Story County,Story,7,1,2006,83476,POINT (-93.4650448 42.0362415)
19029,Cass County,Cass,7,1,2006,13912,POINT (-94.9278266 41.3314876)
19031,Cedar County,Cedar,7,1,2006,18000,POINT (-91.1324125 41.7723207)
19001,Adair County,Adair,7,1,2006,7677,POINT (-94.4709413 41.3307464)
19165,Shelby County,Shelby,7,1,2006,12305,POINT (-95.3102113 41.6850926)
19163,Scott County,Scott,7,1,2006,161473,POINT (-90.6232428 41.6370978)
19065,Fayette County,Fayette,7,1,2006,20701,POINT (-91.8443207 42.8625919)
19157,Poweshiek County,Poweshiek,7,1,2006,18615,POINT (-92.5314684 41.6864422)
19105,Jones County,Jones,7,1,2006,20324,POINT (-91.1314352 42.1212397)
19121,Madison County,Madison,7,1,2006,15196,POINT (-94.0155619 41.3307142)
19091,Humboldt County,Humboldt,7,1,2006,9762,POINT (-94.2071868 42.7764686)
19173,Taylor County,Taylor,7,1,2006,6541,POINT (-94.6964148 40.7374324)
19005,Allamakee County,Allamakee,7,1,2006,14442,POINT (-91.3780923 43.2842838)
19063,Emmet County,Emmet,7,1,2006,10371,POINT (-94.6784803 43.3780225)
19045,Clinton County,Clinton,7,1,2006,49264,POINT (-90.5319724 41.8980358)
19137,Montgomery County,Montgomery,7,1,2006,11135,POINT (-95.1563758 41.03014)
19099,Jasper County,Jasper,7,1,2006,36735,POINT (-93.053765 41.6860394)
19079,Hamilton County,Hamilton,7,1,2006,15734,POINT (-93.7068085 42.3837722)
19035,Cherokee County,Cherokee,7,1,2006,11791,POINT (-95.6238055 42.7356226)
19025,Calhoun County,Calhoun,7,1,2006,10101,POINT (-94.6404136 42.3851848)
19007,Appanoose County,Appanoose,7,1,2006,13158,POINT (-92.8686104 40.7431635)
19039,Clarke County,Clarke,7,1,2006,9074,POINT (-93.7851579 41.0290323)
19107,Keokuk County,Keokuk,7,1,2006,10727,POINT (-92.1786426 41.336465)
19015,Boone County,Boone,7,1,2006,26246,POINT (-93.931671 42.0365493)
19093,Ida County,Ida,7,1,2006,7021,POINT (-95.5134962 42.3868747)
19179,Wapello County,Wapello,7,1,2006,35673,POINT (-92.4094499 41.0305845)
19089,Howard County,Howard,7,1,2006,9510,POINT (-92.3171989 43.3567673)
19197,Wright County,Wright,7,1,2006,13187,POINT (-93.7351465 42.7331189)
19009,Audubon County,Audubon,7,1,2006,6179,POINT (-94.9058222 41.6845893)
19163,Scott County,Scott,7,1,2007,162339,POINT (-90.6232428 41.6370978)
19173,Taylor County,Taylor,7,1,2007,6425,POINT (-94.6964148 40.7374324)
19009,Audubon County,Audubon,7,1,2007,6132,POINT (-94.9058222 41.6845893)
19045,Clinton County,Clinton,7,1,2007,49084,POINT (-90.5319724 41.8980358)
19091,Humboldt County,Humboldt,7,1,2007,9626,POINT (-94.2071868 42.7764686)
19089,Howard County,Howard,7,1,2007,9465,POINT (-92.3171989 43.3567673)
19083,Hardin County,Hardin,7,1,2007,17505,POINT (-93.2404025 42.3838803)
19025,Calhoun County,Calhoun,7,1,2007,9951,POINT (-94.6404136 42.3851848)
19157,Poweshiek County,Poweshiek,7,1,2007,18662,POINT (-92.5314684 41.6864422)
19047,Crawford County,Crawford,7,1,2007,16503,POINT (-95.3819678 42.0372125)
19017,Bremer County,Bremer,7,1,2007,23633,POINT (-92.3180548 42.7745873)
19099,Jasper County,Jasper,7,1,2007,36567,POINT (-93.053765 41.6860394)
19153,Polk County,Polk,7,1,2007,416276,POINT (-93.5735335 41.6855048)
19145,Page County,Page,7,1,2007,15913,POINT (-95.1501747 40.7391444)
19167,Sioux County,Sioux,7,1,2007,32017,POINT (-96.1778827 43.0826174)
19123,Mahaska County,Mahaska,7,1,2007,22092,POINT (-92.6409094 41.3352035)
19181,Warren County,Warren,7,1,2007,44292,POINT (-93.5613594 41.3343735)
19051,Davis County,Davis,7,1,2007,8575,POINT (-92.4097173 40.7476891)
19125,Marion County,Marion,7,1,2007,32654,POINT (-93.0994367 41.3344515)
19039,Clarke County,Clarke,7,1,2007,9017,POINT (-93.7851579 41.0290323)
19015,Boone County,Boone,7,1,2007,26297,POINT (-93.931671 42.0365493)
19105,Jones County,Jones,7,1,2007,20403,POINT (-91.1314352 42.1212397)
19109,Kossuth County,Kossuth,7,1,2007,15456,POINT (-94.2067199 43.20413)
19033,Cerro Gordo County,Cerro Gordo,7,1,2007,43915,POINT (-93.2608184 43.0815577)
19183,Washington County,Washington,7,1,2007,21152,POINT (-91.7178676 41.335591)
19179,Wapello County,Wapello,7,1,2007,35344,POINT (-92.4094499 41.0305845)
19161,Sac County,Sac,7,1,2007,10294,POINT (-95.1053946 42.3862604)
19019,Buchanan County,Buchanan,7,1,2007,20975,POINT (-91.8378392 42.4707777)
19087,Henry County,Henry,7,1,2007,20134,POINT (-91.5445241 40.9879383)
19023,Butler County,Butler,7,1,2007,14626,POINT (-92.7901934 42.7315661)
19101,Jefferson County,Jefferson,7,1,2007,15532,POINT (-91.9488774 41.0317596)
19159,Ringgold County,Ringgold,7,1,2007,5061,POINT (-94.2439719 40.7352023)
19003,Adams County,Adams,7,1,2007,4099,POINT (-94.6991849 41.0289839)
19141,Obrien County,Obrien,7,1,2007,14036,POINT (-95.6248784 43.0837527)
19077,Guthrie County,Guthrie,7,1,2007,11051,POINT (-94.501055 41.6837548)
19155,Pottawattamie County,Pottawattamie,7,1,2007,89572,POINT (-95.5423935 41.3366123)
19067,Floyd County,Floyd,7,1,2007,16224,POINT (-92.7890033 43.0599208)
19151,Pocahontas County,Pocahontas,7,1,2007,7614,POINT (-94.6787466 42.7341351)
19187,Webster County,Webster,7,1,2007,38448,POINT (-94.1817881 42.4279662)
19081,Hancock County,Hancock,7,1,2007,11310,POINT (-93.7342723 43.0818861)
19129,Mills County,Mills,7,1,2007,15147,POINT (-95.6213267 41.0334523)
19165,Shelby County,Shelby,7,1,2007,12289,POINT (-95.3102113 41.6850926)
19135,Monroe County,Monroe,7,1,2007,7569,POINT (-92.8689877 41.0297826)
19115,Louisa County,Louisa,7,1,2007,11768,POINT (-91.2596184 41.2185073)
19061,Dubuque County,Dubuque,7,1,2007,92254,POINT (-90.8824564 42.468832)
19131,Mitchell County,Mitchell,7,1,2007,10786,POINT (-92.7890315 43.3564124)
19057,Des Moines County,Des Moines,7,1,2007,40634,POINT (-91.1814707 40.9231829)
19189,Winnebago County,Winnebago,7,1,2007,10772,POINT (-93.7341955 43.3775678)
19029,Cass County,Cass,7,1,2007,13870,POINT (-94.9278266 41.3314876)
19139,Muscatine County,Muscatine,7,1,2007,42456,POINT (-91.1127562 41.4839221)
19073,Greene County,Greene,7,1,2007,9497,POINT (-94.3968356 42.0362394)
19075,Grundy County,Grundy,7,1,2007,12085,POINT (-92.7914177 42.4018651)
19193,Woodbury County,Woodbury,7,1,2007,101382,POINT (-96.0447673 42.3897169)
19065,Fayette County,Fayette,7,1,2007,20379,POINT (-91.8443207 42.8625919)
19001,Adair County,Adair,7,1,2007,7584,POINT (-94.4709413 41.3307464)
19055,Delaware County,Delaware,7,1,2007,17506,POINT (-91.3673502 42.471211)
19133,Monona County,Monona,7,1,2007,9123,POINT (-95.9599235 42.0516663)
19005,Allamakee County,Allamakee,7,1,2007,14421,POINT (-91.3780923 43.2842838)
19119,Lyon County,Lyon,7,1,2007,11228,POINT (-96.2102924 43.380497)
19177,Van Buren County,Van Buren,7,1,2007,7676,POINT (-91.9499871 40.7532294)
19149,Plymouth County,Plymouth,7,1,2007,24303,POINT (-96.2140431 42.7378346)
19059,Dickinson County,Dickinson,7,1,2007,16586,POINT (-95.1508301 43.3779848)
19063,Emmet County,Emmet,7,1,2007,10341,POINT (-94.6784803 43.3780225)
19049,Dallas County,Dallas,7,1,2007,57278,POINT (-94.0397374 41.6848862)
19093,Ida County,Ida,7,1,2007,6980,POINT (-95.5134962 42.3868747)
19197,Wright County,Wright,7,1,2007,13039,POINT (-93.7351465 42.7331189)
19137,Montgomery County,Montgomery,7,1,2007,10939,POINT (-95.1563758 41.03014)
19053,Decatur County,Decatur,7,1,2007,8342,POINT (-93.7862815 40.7376827)
19007,Appanoose County,Appanoose,7,1,2007,12926,POINT (-92.8686104 40.7431635)
19195,Worth County,Worth,7,1,2007,7623,POINT (-93.2608476 43.3773984)
19035,Cherokee County,Cherokee,7,1,2007,11684,POINT (-95.6238055 42.7356226)
19121,Madison County,Madison,7,1,2007,15343,POINT (-94.0155619 41.3307142)
19127,Marshall County,Marshall,7,1,2007,39075,POINT (-92.9987706 42.0358499)
19043,Clayton County,Clayton,7,1,2007,17686,POINT (-91.3414328 42.8447493)
19079,Hamilton County,Hamilton,7,1,2007,15538,POINT (-93.7068085 42.3837722)
19097,Jackson County,Jackson,7,1,2007,19906,POINT (-90.5742294 42.1717426)
19191,Winneshiek County,Winneshiek,7,1,2007,20824,POINT (-91.8437074 43.2906746)
19117,Lucas County,Lucas,7,1,2007,9457,POINT (-93.3277207 41.0293738)
19107,Keokuk County,Keokuk,7,1,2007,10724,POINT (-92.1786426 41.336465)
19171,Tama County,Tama,7,1,2007,17670,POINT (-92.5325425 42.0798117)
19013,Black Hawk County,Black Hawk,7,1,2007,126737,POINT (-92.3088197 42.4700957)
19185,Wayne County,Wayne,7,1,2007,6283,POINT (-93.3273639 40.7394702)
19175,Union County,Union,7,1,2007,12051,POINT (-94.2423792 41.0277304)
19169,Story County,Story,7,1,2007,85232,POINT (-93.4650448 42.0362415)
19143,Osceola County,Osceola,7,1,2007,6444,POINT (-95.6236852 43.3785704)
19069,Franklin County,Franklin,7,1,2007,10623,POINT (-93.262473 42.7325458)
19027,Carroll County,Carroll,7,1,2007,20788,POINT (-94.8605593 42.0362382)
19113,Linn County,Linn,7,1,2007,205283,POINT (-91.5989646 42.0789478)
19085,Harrison County,Harrison,7,1,2007,15416,POINT (-95.8169209 41.6828528)
19071,Fremont County,Fremont,7,1,2007,7569,POINT (-95.6046765 40.7455892)
19041,Clay County,Clay,7,1,2007,16629,POINT (-95.1509194 43.0825804)
19111,Lee County,Lee,7,1,2007,35823,POINT (-91.479264 40.6419764)
19037,Chickasaw County,Chickasaw,7,1,2007,12174,POINT (-92.3176637 43.0600414)
19031,Cedar County,Cedar,7,1,2007,17950,POINT (-91.1324125 41.7723207)
19147,Palo Alto County,Palo Alto,7,1,2007,9420,POINT (-94.6781371 43.0820643)
19095,Iowa County,Iowa,7,1,2007,15794,POINT (-92.065524 41.6863229)
19021,Buena Vista County,Buena Vista,7,1,2007,19455,POINT (-95.151149 42.7354936)
19011,Benton County,Benton,7,1,2007,26551,POINT (-92.0656912 42.0801864)
19103,Johnson County,Johnson,7,1,2007,125536,POINT (-91.5880849 41.6715511)
19031,Cedar County,Cedar,7,1,2008,18047,POINT (-91.1324125 41.7723207)
19023,Butler County,Butler,7,1,2008,14595,POINT (-92.7901934 42.7315661)
19185,Wayne County,Wayne,7,1,2008,6267,POINT (-93.3273639 40.7394702)
19105,Jones County,Jones,7,1,2008,20430,POINT (-91.1314352 42.1212397)
19095,Iowa County,Iowa,7,1,2008,15750,POINT (-92.065524 41.6863229)
19101,Jefferson County,Jefferson,7,1,2008,15431,POINT (-91.9488774 41.0317596)
19187,Webster County,Webster,7,1,2008,38372,POINT (-94.1817881 42.4279662)
19111,Lee County,Lee,7,1,2008,35484,POINT (-91.479264 40.6419764)
19167,Sioux County,Sioux,7,1,2008,32064,POINT (-96.1778827 43.0826174)
19169,Story County,Story,7,1,2008,86219,POINT (-93.4650448 42.0362415)
19039,Clarke County,Clarke,7,1,2008,9085,POINT (-93.7851579 41.0290323)
19171,Tama County,Tama,7,1,2008,17549,POINT (-92.5325425 42.0798117)
19179,Wapello County,Wapello,7,1,2008,35297,POINT (-92.4094499 41.0305845)
19189,Winnebago County,Winnebago,7,1,2008,10689,POINT (-93.7341955 43.3775678)
19057,Des Moines County,Des Moines,7,1,2008,40803,POINT (-91.1814707 40.9231829)
19149,Plymouth County,Plymouth,7,1,2008,24262,POINT (-96.2140431 42.7378346)
19021,Buena Vista County,Buena Vista,7,1,2008,19491,POINT (-95.151149 42.7354936)
19129,Mills County,Mills,7,1,2008,15127,POINT (-95.6213267 41.0334523)
19131,Mitchell County,Mitchell,7,1,2008,10794,POINT (-92.7890315 43.3564124)
19159,Ringgold County,Ringgold,7,1,2008,5013,POINT (-94.2439719 40.7352023)
19193,Woodbury County,Woodbury,7,1,2008,101971,POINT (-96.0447673 42.3897169)
19045,Clinton County,Clinton,7,1,2008,49062,POINT (-90.5319724 41.8980358)
19115,Louisa County,Louisa,7,1,2008,11694,POINT (-91.2596184 41.2185073)
19073,Greene County,Greene,7,1,2008,9349,POINT (-94.3968356 42.0362394)
19037,Chickasaw County,Chickasaw,7,1,2008,12071,POINT (-92.3176637 43.0600414)
19029,Cass County,Cass,7,1,2008,13812,POINT (-94.9278266 41.3314876)
19005,Allamakee County,Allamakee,7,1,2008,14416,POINT (-91.3780923 43.2842838)
19089,Howard County,Howard,7,1,2008,9436,POINT (-92.3171989 43.3567673)
19025,Calhoun County,Calhoun,7,1,2008,9851,POINT (-94.6404136 42.3851848)
19009,Audubon County,Audubon,7,1,2008,6105,POINT (-94.9058222 41.6845893)
19099,Jasper County,Jasper,7,1,2008,36460,POINT (-93.053765 41.6860394)
19173,Taylor County,Taylor,7,1,2008,6337,POINT (-94.6964148 40.7374324)
19015,Boone County,Boone,7,1,2008,26186,POINT (-93.931671 42.0365493)
19083,Hardin County,Hardin,7,1,2008,17377,POINT (-93.2404025 42.3838803)
19049,Dallas County,Dallas,7,1,2008,59977,POINT (-94.0397374 41.6848862)
19157,Poweshiek County,Poweshiek,7,1,2008,18493,POINT (-92.5314684 41.6864422)
19165,Shelby County,Shelby,7,1,2008,12129,POINT (-95.3102113 41.6850926)
19103,Johnson County,Johnson,7,1,2008,128145,POINT (-91.5880849 41.6715511)
19135,Monroe County,Monroe,7,1,2008,7573,POINT (-92.8689877 41.0297826)
19163,Scott County,Scott,7,1,2008,164437,POINT (-90.6232428 41.6370978)
19071,Fremont County,Fremont,7,1,2008,7422,POINT (-95.6046765 40.7455892)
19063,Emmet County,Emmet,7,1,2008,10364,POINT (-94.6784803 43.3780225)
19137,Montgomery County,Montgomery,7,1,2008,10792,POINT (-95.1563758 41.03014)
19079,Hamilton County,Hamilton,7,1,2008,15352,POINT (-93.7068085 42.3837722)
19145,Page County,Page,7,1,2008,15527,POINT (-95.1501747 40.7391444)
19107,Keokuk County,Keokuk,7,1,2008,10655,POINT (-92.1786426 41.336465)
19093,Ida County,Ida,7,1,2008,6922,POINT (-95.5134962 42.3868747)
